"date","year","month","temp","data_origin"
"2014-03-01",2014,3,3.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-04-01",2014,4,13.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-05-01",2014,5,14.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-06-01",2014,6,19.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-07-01",2014,7,18.61,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-08-01",2014,8,20.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-09-01",2014,9,12.85,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-10-01",2014,10,8.46,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-11-01",2014,11,3.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-12-01",2014,12,0.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-01-01",2015,1,-5.7,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-02-01",2015,2,-0.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-03-01",2015,3,4.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-04-01",2015,4,11.62,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-05-01",2015,5,15.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-06-01",2015,6,19.36,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-07-01",2015,7,20.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-08-01",2015,8,22.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-09-01",2015,9,13.93,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-10-01",2015,10,8.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-11-01",2015,11,4.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2015-12-01",2015,12,1.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-01-01",2016,1,-1.39,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-02-01",2016,2,1.75,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-03-01",2016,3,4.57,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-04-01",2016,4,9.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-05-01",2016,5,16.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-06-01",2016,6,18.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-07-01",2016,7,18.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-08-01",2016,8,20.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-09-01",2016,9,16.39,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-10-01",2016,10,9.23,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-11-01",2016,11,4.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2016-12-01",2016,12,-0.92,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-01-01",2017,1,0.62,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-02-01",2017,2,0.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-03-01",2017,3,3.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-04-01",2017,4,14.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-05-01",2017,5,17.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-06-01",2017,6,21.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-07-01",2017,7,20.05,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-08-01",2017,8,22.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-09-01",2017,9,15.39,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-10-01",2017,10,9.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-11-01",2017,11,5.39,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2017-12-01",2017,12,-0.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-01-01",2018,1,-3.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-02-01",2018,2,1.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-03-01",2018,3,3.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-04-01",2018,4,9.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-05-01",2018,5,16.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-06-01",2018,6,21.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-07-01",2018,7,20.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-08-01",2018,8,22.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-09-01",2018,9,15.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-10-01",2018,10,8.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-11-01",2018,11,4.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2018-12-01",2018,12,0,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-01-01",2019,1,-0.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-02-01",2019,2,-1.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-03-01",2019,3,3.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-04-01",2019,4,10.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-05-01",2019,5,14.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-06-01",2019,6,18.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-07-01",2019,7,21.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-08-01",2019,8,21.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-09-01",2019,9,14.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-10-01",2019,10,11.39,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-11-01",2019,11,3.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2019-12-01",2019,12,-0.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-01-01",2020,1,-3.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-02-01",2020,2,-1.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-03-01",2020,3,5.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-04-01",2020,4,8.85,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-05-01",2020,5,15.98,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-06-01",2020,6,20.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-07-01",2020,7,20.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-08-01",2020,8,21.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-09-01",2020,9,14.97,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-10-01",2020,10,7.89,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-11-01",2020,11,5.68,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2020-12-01",2020,12,-1.05,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-01-01",2021,1,-3.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-02-01",2021,2,2.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-03-01",2021,3,8,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-04-01",2021,4,8.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-05-01",2021,5,17.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-06-01",2021,6,21.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-07-01",2021,7,22.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-08-01",2021,8,21.62,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-09-01",2021,9,19.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-10-01",2021,10,8.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-11-01",2021,11,4.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2021-12-01",2021,12,0.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-01-01",2022,1,0.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-02-01",2022,2,-0.55,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-03-01",2022,3,2.7,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-04-01",2022,4,11.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-05-01",2022,5,18.4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-06-01",2022,6,18.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-07-01",2022,7,20.86,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-08-01",2022,8,20.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-09-01",2022,9,14.18,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-10-01",2022,10,7.8,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-11-01",2022,11,3.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2022-12-01",2022,12,0.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-01-01",2023,1,-0.86,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-02-01",2023,2,-0.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-03-01",2023,3,6.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-04-01",2023,4,10.63,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-05-01",2023,5,15.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-06-01",2023,6,19.64,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-07-01",2023,7,22.92,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-08-01",2023,8,22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-09-01",2023,9,15.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-10-01",2023,10,8.61,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-11-01",2023,11,6.26,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2023-12-01",2023,12,3.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
